index,data
1902,"[3, 4, 69, 65, 23, 30, 49, 68, 17, 58]"
1903,"[68, 21, 45, 2, 32, 36, 30, 12, 1, 38]"
1904,"[74, 67, 75, 66, 31, 77, 29, 5, 22, 41]"
1905,"[10, 9, 38, 26, 29, 11, 12, 7, 47, 19]"
1906,"[48, 52, 38, 40, 43, 65, 19, 72, 21, 57]"
1907,"[40, 2, 25, 14, 33, 73, 68, 4, 7, 56]"
1908,"[61, 38, 44, 51, 32, 29, 41, 5, 74, 69]"
1909,"[75, 78, 47, 60, 29, 20, 7, 43, 18, 62]"
1910,"[32, 73, 4, 30, 43, 40, 35, 1, 20, 27]"
1911,"[58, 78, 6, 30, 22, 28, 56, 29, 35, 34]"
1912,"[3, 47, 50, 15, 57, 26, 77, 73, 21, 52]"
1913,"[48, 60, 31, 39, 47, 42, 74, 43, 36, 34]"
1914,"[32, 46, 7, 13, 11, 62, 23, 52, 4, 19]"
1915,"[45, 43, 17, 14, 27, 34, 42, 21, 48, 10]"
1916,"[20, 34, 41, 75, 79, 29, 19, 37, 27, 68]"
1917,"[64, 37, 10, 44, 12, 7, 36, 76, 68, 34]"
1918,"[14, 25, 50, 48, 38, 52, 30, 64, 71, 47]"
1919,"[8, 80, 19, 14, 12, 47, 28, 61, 59, 24]"
1920,"[1, 6, 34, 43, 72, 2, 24, 80, 68, 36]"
1921,"[73, 9, 41, 38, 30, 14, 47, 71, 56, 69]"
1922,"[45, 42, 39, 53, 59, 80, 38, 76, 10, 20]"
1923,"[43, 77, 21, 52, 47, 76, 67, 78, 9, 26]"
1924,"[75, 6, 3, 23, 42, 10, 35, 67, 62, 29]"
1925,"[19, 2, 33, 45, 37, 53, 36, 63, 56, 3]"
1926,"[5, 37, 10, 25, 72, 77, 55, 29, 49, 74]"
1927,"[7, 70, 9, 58, 16, 59, 17, 53, 44, 8]"
1928,"[66, 55, 63, 39, 43, 41, 62, 23, 5, 4]"
1929,"[16, 55, 77, 44, 56, 52, 1, 50, 10, 18]"
1930,"[62, 13, 48, 11, 30, 53, 25, 45, 8, 42]"
1931,"[65, 43, 50, 64, 74, 9, 71, 49, 32, 60]"
1932,"[8, 13, 66, 52, 6, 80, 40, 61, 23, 18]"
1933,"[35, 29, 56, 54, 27, 41, 14, 49, 7, 75]"
1934,"[50, 30, 1, 36, 27, 48, 3, 45, 38, 14]"
1935,"[23, 75, 51, 67, 9, 71, 4, 6, 11, 78]"
1936,"[34, 72, 58, 69, 73, 41, 50, 8, 24, 28]"
1937,"[53, 31, 14, 63, 38, 5, 1, 51, 36, 69]"
1938,"[54, 15, 3, 19, 18, 35, 11, 69, 46, 66]"
1939,"[61, 71, 52, 62, 64, 11, 67, 63, 76, 53]"
1940,"[75, 43, 32, 6, 3, 73, 47, 70, 38, 41]"
1941,"[35, 59, 42, 3, 8, 75, 79, 46, 7, 80]"
1942,"[47, 1, 4, 17, 59, 50, 13, 29, 26, 19]"
1943,"[31, 42, 24, 50, 10, 60, 51, 53, 59, 5]"
1944,"[72, 68, 79, 71, 46, 35, 62, 41, 24, 44]"
1945,"[79, 66, 59, 63, 19, 34, 43, 21, 78, 60]"
1946,"[29, 7, 4, 74, 47, 61, 23, 14, 63, 55]"
1947,"[10, 15, 43, 36, 32, 12, 16, 17, 4, 80]"
1948,"[24, 9, 4, 80, 58, 26, 39, 47, 22, 75]"
1949,"[64, 27, 80, 73, 41, 75, 23, 17, 20, 19]"
1950,"[67, 53, 33, 78, 55, 43, 4, 18, 44, 57]"
1951,"[65, 72, 70, 22, 79, 52, 57, 47, 38, 50]"
1952,"[8, 74, 5, 68, 23, 32, 9, 29, 61, 48]"
1953,"[62, 2, 1, 14, 19, 26, 40, 47, 72, 79]"
1954,"[36, 27, 11, 35, 50, 24, 44, 7, 30, 13]"
1955,"[5, 53, 52, 1, 41, 24, 69, 42, 45, 9]"
1956,"[38, 49, 3, 48, 19, 5, 36, 42, 27, 74]"
1957,"[57, 37, 65, 24, 48, 68, 44, 53, 28, 60]"
1958,"[44, 4, 68, 26, 16, 47, 34, 79, 71, 20]"
1959,"[37, 47, 68, 39, 48, 79, 55, 52, 3, 51]"
1960,"[33, 47, 37, 64, 35, 3, 19, 18, 25, 38]"
1961,"[13, 1, 50, 79, 27, 37, 19, 61, 76, 11]"
1962,"[69, 48, 77, 13, 17, 31, 16, 47, 19, 44]"
1963,"[40, 10, 29, 57, 55, 9, 25, 53, 31, 23]"
1964,"[36, 26, 2, 67, 54, 8, 9, 34, 44, 63]"
1965,"[17, 54, 51, 20, 75, 42, 48, 63, 70, 60]"
1966,"[17, 23, 74, 4, 38, 64, 5, 13, 76, 18]"
1967,"[50, 75, 41, 54, 22, 39, 34, 33, 31, 36]"
1968,"[66, 44, 62, 52, 36, 53, 17, 12, 18, 55]"
1969,"[38, 14, 49, 40, 73, 33, 35, 52, 75, 61]"
1970,"[46, 77, 12, 74, 75, 67, 7, 18, 70, 69]"
1971,"[49, 40, 48, 35, 74, 33, 80, 19, 70, 69]"
1972,"[22, 79, 25, 19, 38, 70, 13, 65, 6, 72]"
1973,"[72, 54, 25, 64, 51, 45, 1, 7, 76, 11]"
1974,"[76, 80, 53, 69, 51, 46, 8, 78, 35, 17]"
1975,"[6, 60, 56, 44, 71, 31, 14, 64, 7, 16]"
1976,"[49, 70, 51, 45, 35, 68, 7, 53, 80, 52]"
1977,"[6, 19, 63, 23, 8, 48, 42, 69, 64, 52]"
1978,"[21, 18, 78, 22, 16, 61, 60, 3, 55, 52]"
1979,"[15, 34, 73, 49, 29, 6, 72, 13, 26, 76]"
1980,"[66, 69, 36, 46, 15, 16, 62, 21, 75, 31]"
1981,"[40, 39, 38, 55, 34, 29, 32, 12, 57, 44]"
1982,"[17, 50, 12, 59, 51, 37, 58, 39, 6, 62]"
1983,"[63, 45, 26, 40, 55, 44, 41, 42, 28, 48]"
1984,"[10, 65, 28, 67, 20, 5, 60, 23, 55, 72]"
1985,"[56, 8, 43, 41, 25, 49, 79, 42, 51, 74]"
1986,"[60, 19, 48, 28, 34, 71, 8, 72, 78, 42]"
1987,"[8, 47, 59, 7, 33, 4, 73, 57, 14, 34]"
1988,"[29, 43, 68, 22, 12, 51, 49, 27, 26, 65]"
1989,"[72, 22, 16, 28, 4, 6, 46, 76, 31, 30]"
1990,"[63, 31, 72, 7, 27, 25, 54, 65, 8, 29]"
1991,"[67, 18, 13, 46, 59, 55, 14, 49, 37, 17]"
1992,"[40, 76, 58, 6, 61, 66, 39, 4, 21, 46]"
1993,"[23, 32, 78, 17, 18, 13, 27, 47, 14, 15]"
1994,"[61, 59, 69, 41, 53, 10, 79, 50, 55, 42]"
1995,"[46, 18, 67, 65, 30, 48, 22, 9, 16, 26]"
1996,"[51, 11, 24, 57, 72, 47, 2, 29, 65, 34]"
1997,"[8, 11, 22, 5, 56, 78, 31, 30, 80, 66]"
1998,"[49, 24, 60, 15, 10, 57, 9, 41, 47, 67]"
1999,"[61, 28, 45, 23, 1, 69, 16, 71, 63, 40]"
2000,"[55, 63, 8, 65, 25, 57, 35, 58, 67, 68]"
2001,"[67, 1, 14, 29, 15, 33, 38, 32, 40, 73]"
2002,"[51, 57, 77, 76, 10, 55, 35, 13, 45, 20]"
2003,"[19, 55, 6, 52, 47, 74, 59, 14, 49, 25]"
2004,"[33, 35, 49, 56, 44, 66, 48, 53, 4, 41]"
2005,"[65, 7, 9, 59, 4, 33, 75, 30, 5, 25]"
2006,"[44, 51, 5, 80, 12, 20, 43, 56, 75, 6]"
2007,"[55, 71, 32, 44, 8, 79, 14, 37, 30, 3]"
2008,"[15, 39, 28, 57, 33, 55, 77, 43, 18, 78]"
2009,"[27, 67, 18, 56, 35, 1, 43, 62, 14, 39]"
2010,"[17, 34, 49, 3, 59, 51, 12, 64, 9, 57]"
2011,"[46, 67, 68, 76, 41, 36, 42, 43, 48, 6]"
2012,"[60, 16, 41, 72, 23, 36, 69, 63, 27, 42]"
2013,"[20, 63, 3, 47, 34, 37, 41, 7, 18, 21]"
2014,"[18, 22, 2, 62, 68, 70, 35, 4, 9, 76]"
2015,"[70, 73, 75, 64, 1, 20, 66, 46, 39, 22]"
2016,"[38, 13, 36, 12, 27, 19, 25, 14, 8, 43]"
2017,"[63, 12, 74, 57, 45, 25, 58, 36, 19, 2]"
2018,"[13, 53, 57, 68, 48, 41, 8, 12, 3, 56]"
2019,"[42, 50, 5, 12, 9, 70, 58, 18, 71, 57]"
2020,"[50, 69, 75, 55, 3, 25, 37, 67, 63, 12]"
2021,"[2, 16, 68, 72, 70, 27, 10, 39, 6, 47]"
2022,"[63, 11, 53, 49, 28, 71, 12, 51, 24, 54]"
2023,"[26, 3, 9, 45, 29, 50, 15, 33, 79, 56]"
2024,"[52, 8, 12, 18, 60, 4, 64, 55, 56, 37]"
2025,"[80, 69, 44, 15, 10, 47, 20, 71, 67, 30]"
2026,"[50, 80, 34, 40, 27, 1, 26, 61, 31, 24]"
2027,"[31, 62, 74, 21, 11, 2, 52, 69, 28, 37]"
2028,"[52, 27, 24, 2, 31, 36, 75, 54, 77, 42]"
2029,"[19, 57, 20, 22, 55, 63, 45, 64, 49, 9]"
2030,"[65, 41, 34, 64, 49, 36, 60, 72, 45, 31]"
2031,"[35, 26, 34, 64, 60, 18, 48, 79, 15, 9]"
2032,"[40, 76, 30, 55, 74, 28, 58, 70, 49, 78]"
2033,"[57, 32, 68, 39, 47, 26, 18, 48, 76, 56]"
2034,"[64, 4, 17, 30, 13, 14, 48, 15, 68, 41]"
2035,"[54, 32, 75, 70, 14, 10, 61, 21, 38, 52]"
2036,"[31, 45, 53, 69, 57, 40, 13, 42, 39, 72]"
2037,"[36, 48, 67, 29, 4, 14, 72, 9, 55, 46]"
2038,"[18, 79, 7, 35, 58, 40, 78, 57, 49, 15]"
2039,"[71, 54, 5, 57, 14, 36, 70, 26, 39, 7]"
2040,"[43, 12, 2, 74, 78, 6, 70, 41, 34, 38]"
2041,"[33, 26, 69, 2, 53, 34, 21, 72, 30, 10]"
2042,"[44, 3, 76, 20, 54, 51, 43, 21, 6, 63]"
2043,"[79, 5, 45, 69, 13, 38, 39, 53, 15, 68]"
2044,"[69, 15, 63, 16, 55, 80, 23, 34, 7, 30]"
2045,"[15, 24, 28, 65, 77, 70, 60, 14, 53, 78]"
2046,"[71, 3, 55, 48, 41, 46, 57, 25, 23, 67]"
2047,"[71, 7, 21, 40, 35, 50, 28, 38, 79, 62]"
2048,"[75, 45, 40, 72, 64, 31, 48, 8, 17, 16]"
2049,"[40, 73, 43, 66, 41, 64, 4, 45, 60, 6]"
2050,"[46, 43, 23, 61, 72, 60, 59, 11, 57, 25]"
2051,"[63, 76, 5, 21, 17, 46, 54, 67, 79, 68]"
2052,"[6, 75, 52, 76, 30, 73, 10, 53, 21, 48]"
2053,"[38, 8, 22, 39, 72, 74, 53, 77, 16, 18]"
2054,"[42, 43, 78, 74, 76, 48, 50, 21, 14, 73]"
2055,"[4, 7, 46, 55, 42, 1, 37, 3, 49, 51]"
2056,"[13, 35, 76, 28, 24, 23, 50, 14, 46, 41]"
2057,"[18, 8, 37, 46, 27, 63, 42, 29, 58, 21]"
2058,"[14, 5, 10, 32, 34, 64, 52, 8, 11, 73]"
2059,"[46, 4, 40, 33, 12, 35, 74, 66, 72, 25]"
2060,"[32, 33, 40, 13, 31, 55, 27, 8, 58, 70]"
2061,"[3, 13, 37, 19, 41, 72, 62, 57, 77, 48]"
2062,"[14, 44, 79, 4, 64, 69, 73, 28, 15, 21]"
2063,"[11, 50, 24, 19, 17, 64, 7, 53, 45, 69]"
2064,"[9, 47, 58, 78, 36, 30, 49, 42, 34, 5]"
2065,"[57, 45, 76, 31, 60, 6, 54, 62, 38, 65]"
2066,"[4, 71, 18, 30, 65, 70, 41, 43, 60, 19]"
2067,"[66, 69, 30, 38, 17, 73, 33, 71, 60, 54]"
2068,"[27, 15, 55, 67, 8, 53, 4, 31, 23, 40]"
2069,"[79, 55, 57, 46, 59, 48, 78, 61, 19, 24]"
2070,"[60, 71, 28, 52, 48, 47, 75, 32, 49, 21]"
2071,"[12, 47, 4, 17, 59, 69, 24, 18, 21, 35]"
2072,"[78, 53, 30, 26, 21, 66, 32, 54, 19, 14]"
2073,"[57, 11, 72, 64, 18, 17, 35, 77, 48, 19]"
2074,"[69, 10, 45, 61, 74, 77, 25, 76, 62, 26]"
2075,"[29, 2, 47, 65, 19, 37, 31, 34, 21, 20]"
2076,"[71, 34, 40, 60, 50, 30, 43, 35, 12, 19]"
2077,"[49, 40, 76, 16, 75, 44, 1, 14, 65, 23]"
2078,"[16, 68, 57, 39, 9, 8, 22, 46, 56, 1]"
2079,"[47, 76, 32, 9, 27, 75, 78, 46, 37, 13]"
2080,"[30, 28, 19, 59, 39, 25, 17, 56, 76, 55]"
2081,"[71, 30, 22, 11, 66, 57, 25, 54, 15, 6]"
2082,"[71, 47, 35, 36, 55, 50, 1, 77, 33, 76]"
2083,"[46, 38, 77, 3, 11, 70, 60, 31, 32, 58]"
2084,"[56, 62, 78, 34, 22, 53, 77, 43, 26, 33]"
2085,"[62, 34, 45, 60, 72, 75, 46, 52, 80, 27]"
2086,"[5, 72, 8, 15, 71, 35, 58, 18, 79, 34]"
2087,"[32, 34, 47, 79, 9, 12, 28, 26, 37, 50]"
2088,"[20, 15, 71, 59, 57, 49, 46, 38, 80, 56]"
2089,"[57, 32, 63, 61, 58, 45, 80, 22, 17, 20]"
2090,"[80, 10, 60, 51, 58, 79, 7, 69, 41, 49]"
2091,"[25, 50, 80, 39, 45, 43, 46, 31, 16, 78]"
2092,"[22, 13, 40, 62, 7, 6, 70, 17, 79, 51]"
2093,"[38, 2, 15, 8, 44, 16, 5, 47, 51, 9]"
2094,"[74, 57, 49, 43, 48, 25, 10, 76, 17, 36]"
2095,"[63, 50, 40, 15, 80, 47, 13, 76, 32, 57]"
2096,"[31, 8, 57, 1, 33, 12, 53, 3, 7, 39]"
2097,"[40, 7, 31, 19, 33, 32, 54, 59, 62, 13]"
2098,"[12, 80, 50, 20, 47, 44, 42, 6, 51, 75]"
2099,"[3, 46, 28, 33, 32, 65, 22, 12, 16, 44]"
2100,"[72, 59, 55, 11, 22, 37, 66, 36, 70, 46]"
2101,"[32, 38, 10, 18, 71, 63, 13, 27, 65, 41]"
2102,"[9, 79, 63, 12, 8, 17, 35, 22, 77, 29]"
2103,"[11, 59, 8, 69, 65, 31, 27, 25, 4, 62]"
2104,"[38, 33, 1, 50, 61, 66, 18, 14, 58, 9]"
2105,"[59, 61, 30, 29, 2, 10, 78, 72, 12, 39]"
2106,"[65, 3, 54, 76, 9, 52, 23, 36, 31, 15]"
2107,"[40, 75, 5, 78, 44, 3, 25, 51, 46, 59]"
2108,"[33, 27, 1, 42, 57, 10, 69, 28, 9, 18]"
2109,"[50, 52, 24, 58, 37, 66, 12, 1, 28, 18]"
2110,"[22, 27, 78, 34, 76, 60, 26, 63, 6, 33]"
2111,"[78, 13, 27, 12, 7, 53, 18, 34, 3, 24]"
2112,"[7, 44, 73, 14, 34, 4, 65, 19, 69, 8]"
2113,"[30, 45, 48, 76, 74, 16, 20, 59, 47, 63]"
2114,"[58, 29, 8, 36, 41, 20, 10, 14, 32, 45]"
2115,"[23, 72, 22, 64, 39, 30, 50, 8, 66, 57]"
2116,"[46, 8, 43, 71, 58, 6, 48, 15, 50, 14]"
2117,"[24, 13, 36, 2, 55, 31, 17, 4, 69, 63]"
2118,"[54, 12, 51, 67, 14, 72, 33, 7, 10, 35]"
2119,"[63, 24, 69, 19, 45, 59, 6, 51, 57, 2]"
2120,"[35, 33, 48, 64, 77, 28, 62, 4, 37, 24]"
2121,"[78, 70, 63, 41, 67, 76, 22, 79, 27, 47]"
2122,"[21, 47, 23, 32, 43, 18, 79, 68, 45, 72]"
2123,"[15, 5, 79, 46, 63, 11, 14, 72, 67, 41]"
2124,"[53, 55, 40, 67, 17, 2, 80, 43, 7, 42]"
2125,"[7, 41, 32, 29, 68, 4, 35, 76, 31, 66]"
2126,"[35, 4, 60, 63, 30, 10, 58, 3, 33, 72]"
2127,"[71, 48, 52, 70, 60, 57, 35, 21, 25, 10]"
2128,"[54, 46, 66, 42, 56, 18, 79, 6, 32, 4]"
2129,"[76, 78, 12, 75, 61, 10, 25, 62, 53, 9]"
2130,"[34, 3, 53, 73, 32, 36, 49, 8, 10, 61]"
2131,"[51, 12, 1, 62, 24, 19, 6, 25, 21, 75]"
2132,"[6, 18, 21, 49, 57, 66, 15, 43, 56, 17]"
2133,"[18, 76, 35, 58, 61, 49, 57, 66, 30, 75]"
2134,"[47, 21, 25, 71, 24, 76, 4, 35, 11, 8]"
2135,"[44, 62, 79, 13, 17, 58, 30, 11, 76, 24]"
2136,"[78, 26, 1, 44, 20, 43, 5, 72, 55, 51]"
2137,"[18, 15, 9, 22, 46, 39, 56, 29, 52, 79]"
2138,"[68, 12, 21, 20, 24, 32, 10, 39, 76, 1]"
2139,"[22, 68, 6, 67, 72, 50, 59, 21, 70, 35]"
2140,"[75, 55, 1, 44, 70, 47, 13, 14, 64, 50]"
2141,"[1, 56, 74, 37, 21, 45, 50, 31, 49, 34]"
2142,"[55, 40, 9, 5, 56, 32, 23, 15, 80, 61]"
2143,"[23, 29, 45, 4, 64, 15, 47, 18, 44, 40]"
2144,"[78, 68, 24, 44, 39, 30, 48, 66, 9, 47]"
2145,"[9, 36, 59, 15, 44, 43, 50, 21, 17, 67]"
2146,"[15, 51, 12, 53, 59, 37, 26, 69, 46, 11]"
2147,"[37, 38, 65, 31, 54, 27, 43, 10, 30, 50]"
2148,"[47, 70, 58, 29, 55, 7, 62, 54, 3, 10]"
2149,"[24, 58, 2, 45, 32, 66, 79, 4, 36, 71]"
2150,"[59, 11, 20, 40, 17, 53, 52, 14, 36, 35]"
2151,"[50, 30, 51, 48, 26, 38, 65, 53, 17, 31]"
2152,"[8, 50, 21, 27, 60, 34, 9, 73, 25, 18]"
2153,"[69, 71, 5, 37, 18, 29, 53, 7, 24, 12]"
2154,"[56, 68, 44, 58, 18, 74, 59, 65, 52, 40]"
2155,"[33, 22, 42, 54, 72, 23, 19, 65, 68, 6]"
2156,"[65, 36, 33, 12, 11, 47, 5, 1, 18, 27]"
2157,"[56, 66, 1, 60, 69, 20, 76, 21, 23, 79]"
2158,"[62, 16, 42, 72, 77, 61, 34, 55, 53, 67]"
2159,"[26, 78, 19, 1, 42, 23, 61, 6, 32, 44]"
2160,"[41, 3, 15, 80, 4, 63, 73, 12, 71, 54]"
2161,"[5, 38, 20, 16, 3, 27, 24, 64, 31, 33]"
2162,"[40, 46, 54, 58, 29, 11, 2, 72, 3, 42]"
2163,"[22, 28, 11, 70, 48, 44, 59, 8, 63, 21]"
2164,"[55, 1, 39, 23, 12, 38, 63, 47, 20, 50]"
2165,"[75, 41, 24, 59, 39, 32, 38, 14, 44, 76]"
2166,"[6, 29, 14, 63, 43, 37, 11, 5, 9, 74]"
2167,"[30, 28, 50, 53, 14, 13, 72, 42, 3, 56]"
2168,"[12, 4, 47, 40, 1, 74, 43, 75, 78, 8]"
2169,"[14, 26, 33, 44, 57, 11, 3, 69, 9, 45]"
2170,"[34, 29, 8, 24, 14, 25, 76, 32, 9, 4]"
2171,"[13, 32, 62, 7, 15, 58, 4, 77, 70, 27]"
2172,"[61, 46, 37, 22, 79, 11, 12, 54, 44, 49]"
2173,"[17, 34, 79, 77, 32, 44, 13, 38, 36, 42]"
2174,"[2, 32, 25, 30, 8, 9, 18, 14, 65, 74]"
2175,"[36, 58, 63, 21, 12, 44, 53, 11, 75, 20]"
2176,"[72, 70, 48, 7, 46, 11, 14, 45, 41, 64]"
2177,"[1, 42, 65, 78, 2, 18, 30, 62, 41, 67]"
2178,"[21, 58, 31, 50, 15, 39, 46, 45, 11, 24]"
2179,"[64, 55, 38, 32, 43, 41, 50, 69, 45, 16]"
2180,"[59, 53, 29, 13, 77, 42, 9, 44, 51, 6]"
2181,"[55, 42, 25, 52, 54, 45, 59, 13, 38, 50]"
2182,"[37, 2, 46, 60, 5, 13, 4, 42, 39, 52]"
2183,"[54, 52, 61, 21, 57, 19, 75, 76, 20, 33]"
2184,"[37, 58, 59, 22, 51, 33, 66, 1, 62, 28]"
2185,"[57, 54, 49, 64, 44, 21, 11, 28, 47, 71]"
2186,"[41, 57, 63, 49, 19, 1, 38, 46, 48, 34]"
2187,"[65, 32, 58, 57, 63, 15, 26, 76, 37, 66]"
2188,"[76, 55, 37, 27, 26, 23, 36, 61, 7, 10]"
2189,"[73, 44, 26, 64, 33, 48, 35, 49, 16, 23]"
2190,"[14, 75, 23, 21, 9, 10, 31, 37, 51, 19]"
2191,"[29, 23, 18, 77, 46, 49, 17, 12, 27, 44]"
2192,"[24, 35, 32, 31, 18, 15, 75, 48, 17, 43]"
2193,"[55, 10, 45, 68, 80, 58, 78, 17, 37, 64]"
2194,"[13, 67, 34, 76, 80, 4, 6, 79, 46, 55]"
2195,"[26, 42, 31, 79, 34, 18, 59, 28, 63, 1]"
2196,"[10, 35, 7, 66, 69, 40, 32, 62, 65, 2]"
2197,"[20, 61, 57, 53, 40, 21, 71, 9, 56, 11]"
2198,"[79, 73, 56, 62, 42, 12, 45, 9, 74, 3]"
2199,"[79, 57, 53, 67, 52, 73, 69, 30, 38, 39]"
2200,"[46, 22, 24, 64, 21, 76, 74, 78, 62, 10]"
2201,"[21, 2, 5, 27, 55, 25, 49, 41, 30, 68]"
2202,"[45, 33, 30, 52, 76, 80, 68, 3, 4, 7]"
2203,"[20, 77, 35, 24, 17, 65, 6, 62, 49, 10]"
2204,"[62, 17, 46, 1, 65, 36, 77, 55, 12, 35]"
2205,"[30, 8, 27, 53, 7, 10, 72, 58, 40, 14]"
2206,"[17, 11, 60, 64, 52, 74, 54, 55, 5, 31]"
2207,"[15, 50, 20, 48, 1, 78, 17, 66, 22, 67]"
2208,"[40, 30, 76, 9, 39, 55, 12, 68, 35, 51]"
2209,"[78, 26, 34, 19, 45, 39, 36, 77, 18, 80]"
2210,"[2, 44, 35, 42, 75, 15, 23, 72, 71, 28]"
2211,"[74, 55, 18, 14, 62, 73, 68, 16, 65, 36]"
2212,"[67, 70, 7, 72, 69, 6, 17, 19, 63, 71]"
2213,"[68, 29, 25, 54, 65, 19, 21, 71, 80, 73]"
2214,"[8, 67, 60, 73, 9, 34, 74, 37, 45, 25]"
2215,"[16, 51, 26, 6, 75, 23, 1, 22, 56, 31]"
2216,"[53, 9, 57, 2, 63, 51, 16, 24, 52, 77]"
2217,"[25, 69, 38, 19, 34, 73, 61, 47, 26, 13]"
2218,"[5, 77, 2, 8, 48, 19, 54, 12, 59, 4]"
2219,"[67, 66, 42, 2, 57, 39, 3, 47, 48, 55]"
2220,"[55, 60, 15, 73, 11, 61, 41, 27, 75, 12]"
2221,"[38, 30, 80, 67, 26, 1, 23, 4, 18, 5]"
2222,"[4, 77, 45, 12, 33, 51, 43, 7, 26, 8]"
2223,"[24, 43, 1, 48, 51, 80, 59, 25, 40, 22]"
2224,"[48, 71, 9, 14, 68, 13, 70, 39, 10, 26]"
2225,"[67, 57, 62, 41, 78, 17, 63, 60, 7, 14]"
2226,"[7, 55, 63, 32, 27, 59, 18, 51, 3, 45]"
2227,"[1, 9, 35, 20, 41, 17, 62, 48, 66, 13]"
2228,"[65, 33, 22, 28, 48, 35, 62, 27, 16, 29]"
2229,"[49, 28, 70, 47, 7, 58, 5, 14, 13, 6]"
2230,"[1, 19, 2, 36, 31, 64, 62, 47, 17, 29]"
2231,"[7, 59, 16, 54, 13, 39, 32, 36, 2, 43]"
2232,"[28, 45, 1, 58, 47, 4, 16, 39, 19, 53]"
2233,"[30, 70, 38, 79, 56, 12, 14, 55, 45, 29]"
2234,"[31, 18, 10, 39, 74, 54, 65, 17, 4, 5]"
2235,"[23, 28, 24, 21, 79, 29, 76, 54, 35, 40]"
2236,"[23, 4, 36, 61, 49, 53, 10, 79, 3, 66]"
2237,"[26, 38, 59, 75, 39, 1, 43, 30, 34, 28]"
2238,"[30, 10, 33, 25, 80, 48, 7, 4, 41, 54]"
2239,"[58, 33, 38, 64, 70, 69, 26, 65, 36, 75]"
2240,"[13, 10, 73, 70, 54, 57, 35, 72, 19, 65]"
2241,"[59, 52, 21, 76, 8, 27, 77, 24, 3, 73]"
2242,"[67, 38, 69, 66, 50, 2, 16, 40, 61, 77]"
2243,"[8, 61, 4, 34, 50, 17, 11, 51, 20, 49]"
2244,"[67, 38, 60, 39, 62, 1, 68, 23, 14, 36]"
2245,"[58, 3, 51, 49, 26, 17, 32, 12, 37, 55]"
2246,"[71, 33, 16, 5, 34, 62, 68, 19, 57, 45]"
2247,"[30, 28, 5, 39, 16, 43, 38, 46, 33, 60]"
2248,"[55, 52, 16, 76, 71, 79, 31, 35, 36, 51]"
2249,"[67, 35, 62, 20, 22, 5, 64, 11, 80, 33]"
2250,"[76, 6, 59, 60, 24, 38, 34, 47, 57, 17]"
2251,"[12, 2, 60, 52, 51, 47, 6, 78, 1, 22]"
2252,"[74, 50, 59, 29, 12, 9, 15, 17, 27, 42]"
2253,"[31, 14, 76, 44, 13, 75, 19, 55, 32, 30]"
2254,"[28, 72, 59, 37, 29, 24, 26, 36, 27, 73]"
2255,"[59, 38, 49, 16, 46, 43, 27, 40, 26, 53]"
2256,"[69, 31, 64, 38, 24, 55, 12, 70, 23, 26]"
2257,"[46, 44, 52, 18, 4, 78, 71, 51, 65, 69]"
2258,"[9, 30, 37, 62, 4, 54, 79, 12, 14, 73]"
2259,"[69, 49, 50, 75, 9, 17, 27, 16, 38, 60]"
2260,"[8, 22, 3, 51, 76, 4, 48, 69, 5, 27]"
2261,"[63, 60, 67, 33, 13, 65, 70, 74, 62, 38]"
2262,"[16, 20, 15, 54, 61, 51, 76, 14, 30, 45]"
2263,"[20, 68, 51, 15, 55, 28, 29, 41, 75, 40]"
2264,"[58, 68, 56, 18, 17, 46, 39, 75, 61, 25]"
2265,"[38, 57, 69, 77, 28, 5, 63, 7, 74, 59]"
2266,"[12, 51, 43, 27, 3, 32, 16, 18, 28, 69]"
2267,"[37, 49, 11, 38, 2, 10, 14, 59, 12, 41]"
2268,"[37, 33, 3, 45, 53, 59, 41, 75, 35, 29]"
2269,"[68, 3, 25, 49, 52, 18, 23, 33, 4, 46]"
2270,"[45, 64, 24, 42, 40, 62, 46, 1, 78, 8]"
2271,"[50, 75, 55, 37, 6, 4, 58, 77, 7, 43]"
2272,"[57, 40, 5, 58, 70, 35, 25, 63, 9, 4]"
2273,"[38, 10, 7, 32, 30, 79, 8, 70, 20, 45]"
2274,"[43, 36, 41, 70, 73, 20, 13, 23, 15, 32]"
2275,"[76, 25, 13, 59, 71, 65, 64, 38, 39, 9]"
2276,"[23, 38, 39, 52, 64, 22, 10, 17, 19, 58]"
2277,"[48, 40, 2, 17, 29, 42, 1, 24, 31, 14]"
2278,"[56, 46, 64, 61, 77, 80, 48, 78, 24, 74]"
2279,"[38, 61, 6, 5, 50, 25, 62, 44, 66, 47]"
2280,"[25, 79, 32, 27, 37, 53, 65, 58, 26, 7]"
2281,"[3, 54, 36, 71, 55, 50, 15, 77, 17, 8]"
2282,"[77, 50, 25, 6, 24, 61, 58, 10, 30, 73]"
2283,"[38, 79, 11, 64, 6, 41, 62, 60, 55, 5]"
2284,"[12, 79, 32, 51, 40, 78, 67, 61, 49, 27]"
2285,"[71, 73, 36, 57, 65, 50, 40, 29, 77, 23]"
2286,"[59, 22, 11, 45, 25, 29, 30, 33, 28, 61]"
2287,"[69, 38, 5, 4, 46, 29, 35, 80, 45, 59]"
2288,"[56, 22, 47, 23, 25, 52, 16, 78, 12, 41]"
2289,"[72, 51, 13, 63, 48, 36, 49, 1, 56, 35]"
